feature,coefficient,abs_coefficient,selected
FT3_6M,1.4507349274054029,1.4507349274054029,True
FT3_3M,0.7137625357291361,0.7137625357291361,True
ThyroidW,0.46985207955861746,0.46985207955861746,True
FT4_3M,0.46980985823866767,0.46980985823866767,True
TSH_3M,-0.22817786460422898,0.22817786460422898,True
FT4_1M,0.21943004805570954,0.21943004805570954,True
Height,-0.10706589218928099,0.10706589218928099,True
Age,0.054238241307880505,0.054238241307880505,True
D_TSH_6M-0M,-0.04295167534083455,0.04295167534083455,True
Uptake24h,0.041458294537376456,0.041458294537376456,True
Exophthalmos,0.025790788076920857,0.025790788076920857,True
FT4_6M,0.009563899784693842,0.009563899784693842,True
D_TSH_3M-0M,-0.005504135368908527,0.005504135368908527,True
Sex,0.0,0.0,False
Weight,0.0,0.0,False
BMI,0.0,0.0,False
RAI3d,0.0,0.0,False
TreatCount,0.0,0.0,False
TGAb,0.0,0.0,False
TPOAb,0.0,0.0,False
TRAb,0.0,0.0,False
MaxUptake,0.0,0.0,False
HalfLife,0.0,0.0,False
Dose,0.0,0.0,False
FT3_0M,0.0,0.0,False
FT4_0M,0.0,0.0,False
TSH_0M,0.0,0.0,False
FT3_1M,0.0,0.0,False
TSH_1M,0.0,0.0,False
TSH_6M,0.0,0.0,False
D_FT3_3M-0M,0.0,0.0,False
D_FT4_3M-0M,0.0,0.0,False
D_FT3_6M-0M,0.0,0.0,False
D_FT4_6M-0M,0.0,0.0,False
D_FT3_6M-3M,0.0,0.0,False
D_FT4_6M-3M,0.0,0.0,False
D_TSH_6M-3M,0.0,0.0,False
